Title,Company,Location,Type,Level,YearsExp,Country,Skills
Sales Account Manager - Software,PanExcel, Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Business Development, IT, Sales Account, Sales Skills, Sales Target, IT Sales, English, IT/Software Development, Sales/Retail"
Project Manager,MAC EGYPT REAL ESTATE CO., 10th of Ramadan City,Full Time,Manager,20+ Yrs of Exp,Cairo,"Engineering, Construction, PMP, ERP, Civil, Projects, Implementation, Engineering - Construction/Civil/Architecture"
Retention Agent (Telesales),Aqarmap.com, Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Corporate Sales, Real Estate, Advertising, Sales Skills, Sales Target, Outdoor Sales, Property, Insurance, Media, Customer Service"
Real Estate Sales Specialist,Confidential, Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Real Estate, Sales Skills, Sales Target, Outdoor Sales, Property, Customer Service, Customer Care, Customer Support, Advertising"
Telesales Specialist,Aqarmap.com, Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Corporate Sales, Real Estate, Advertising, Marketing, Sales Skills, Insurance, Sales Target, Outdoor Sales, Telesales, Property"
Senior iOS Developer,Pharous LLC, Alexandria,Part Time,Experienced,3-5 Yrs of Exp,Egypt,"REST, MVVM, OOP, MVP, Firebase, Software Development, Computer Science, Information Technology (IT), Github, Code Versioning Tools"
Electrical Maintenance Engineer,Kandil Industries, 10th of Ramadan City,Full Time,Experienced,3-5 Yrs of Exp,Sharqia,"PLCs, AC Inverter, Servo Motors, Servo Drives, Microsoft Visio, Electrical Engineering, Safety, English, Omron"
Technical Office Engineer,TAG Egypt, Mohandessin,Full Time,Entry Level,0-2 Yrs of Exp,Giza,"Females Only, Mechanical Engineering, EGAC, Technical Office Engineering, Calibration, AutoCAD, Microsoft Office, Time Management"
Senior Site Engineer,MAC EGYPT REAL ESTATE CO., 10th of Ramadan City,Full Time,Experienced,5-10 Yrs of Exp,Cairo,"Site, Projects, Civil Engineering, Project Management, Architecture, Communication Skills, Installation/Maintenance/Repair"
Sales Supervisor,Aircomfort company(Plac-viva), New Cairo,Full Time,Manager,5-15 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Management, Communication, Operations/Management, Sales/Retail"
Accounting Manager,The Breakroom Company, Sheraton,Full Time,Manager,7-10 Yrs of Exp,Cairo,"Financial Management, Financial Analysis, Leadership, Accounting Principles, Computer, Accounting/Finance, Operations/Management"
Sales Admin,New Plan, New Cairo,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Administration, Microsoft Office, Excel, English, Sales Skills, Sales Target, Customer Service, Administration, Sales/Retail"
QA Automation Engineer,Xceed, Maadi,Full Time,Work From Home,5+ Yrs of Exp,Cairo,"QA, Quality, Automation Testing, Information Technology (IT), Computer Science, Software Testing, Software Engineering, Selenium"
Senior HR Generalist,Scientific Medical Equipment Co., Heliopolis,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Human Resources (HR), Medical, Healthcare, Training, Recruitment, Payroll, Personnel, Human Resources"
Branch Manager,Care Clinics, New Cairo,Full Time,Manager,3-5 Yrs of Exp,Cairo,"Customer Service, Management, Admin, Branch Management, Medical, Microsoft Office, Sales Skills, Administration, Operations/Management"
Sales Executive - Cairo,INGAZ, New Cairo,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Marketing, MS Office, Computer Skills, Economics, Business, Sales/Retail"
Facilities Maintenance Engineer...,El-Moasser Books, 10th of Ramadan City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Mechanical Engineering, Electrical, Air Conditioning, Maintenance, Installation/Maintenance/Repair, Engineering - Mechanical/Electrical"
Chief Accountant,HEIBCO, New Cairo,Full Time,Senior Management,10+ Yrs of Exp,Cairo,"Cost Accounting, Financial Management, Microsoft Excel, Finance, Financial Analysis, Accounting/Finance"
IOS Developer,PIXEL, Hadayek Alahram,Full Time,Experienced,2-3 Yrs of Exp,Giza,"IOS, Objective-C, Viper, Swift UI, Core Data, MVVM, RESTful APIs, Swift 4, Swift 5, UIKIT, Push Notifications"
Civil Sales Engineer,Titan Cement Egypt, Sheraton,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Customer Service, Customer Care, Customer Support, Communication Skills, English, Sales/Retail"
Partnerships Team Manager,Confidential, New Nozha,Full Time,Manager,4+ Yrs of Exp,Cairo,"Business Development, Business Administration, <, Management, Fundraising, Business Development, Project/Program Management"
Senior Graphic Designer - Alexandria,Morse Coed, Bolkly,Full Time,Experienced,2-6 Yrs of Exp,Alexandria,"Graphic Design, Creative, Agency, English, Arabic, Adobe Illustrator, Adobe Photoshop, Animation Design, Presentation Skills"
Telesales Agent (Training Field),"Bloom Business School, BBS", Maadi,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Training, Courses, Sales Target, Sales Person, Sales Executive, Sales/Retail"
Technical Sales Manager - Components & Production...,POLYMAC, Cairo,Full Time,Manager,10+ Yrs of Exp,Egypt,"English, Dutch, German, Sales Skills, Sales Target, Technical Sales, Bulk Material, Plastics, Chemicals, Minerals, Pharmaceutical"
Purchasing/Procurement Specialist,The Breakroom Company, Sheraton,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Supply Chain, Purchasing Management, Supermarkets, Convenience Stores, Procurement, Computer Skills, Logistics/Supply Chain"
IT Hardware & Networking Specialist,Dimensions Information Technology, Dubai,Full Time,Part Time,5-15 Yrs of Exp,United Arab Emirates,"Information Technology (IT), Computer Hardware, Installation, Networks, LAN, WAN, Servers, Virtualization, Network Security, IT"
SEO Specialist - Cairo,Maxevia Corporate, Cairo,Full Time,Work From Home,2-5 Yrs of Exp,Egypt,"SEO, Search Engine Optimization, Google Analytics, Social Media, Digital Marketing, SEM, HTML, CSS, CMS, MS Excel, PowerPoint"
Senior Technical Office Architecture / Civil...,Egypro FME, Maadi,Full Time,Experienced,4-7 Yrs of Exp,Cairo,"Architecture, AutoCAD, Microsoft Office, Communication Skills, Civil Engineering, Architectural, Finishing"
Marketing Social Media Specialist,HEIBCO, New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"E-marketing, HTML, Facebook, Software, Web Development, Graphic Designer, Public Relations, CSS, Dreamweaver"
Digital Media Buyer,Ads Solution, Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Social Media, Digital Media, Digital Performance, Google Analytics, Illustrator, Photoshop, Media Planning, Media Buying"
Business Development Specialist,Equiti Group LTD, Cairo,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Sales Skills, Financial Trading, FX, Stocks, English, Business Development, Sales/Retail"
Office Manager / Executive Assistant,The Breakroom Company, Sheraton,Full Time,Experienced,3-10 Yrs of Exp,Cairo,"Office Management, Microsoft Office, Secretary, Administration, English, Communication, Arabic, Word, French, MS Excel"
Senior Front End Developer,Premier Services and Recruitment, Sheraton,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Computer Science, javaScript, CSS, HTML5, Senior FrontEnd Developer, Information Technology (IT), jQuery, Git, LESS"
Sales Coordinator,Arabian Company for Trading, Heliopolis,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Sales Coordinator, Business Administration, Communication, Computer Skills, MS Office, English, Sales Skills"
Chief Financial Officer (CFO) - Alexandria,Confidential, Alexandria,Full Time,Senior Management,12-15 Yrs of Exp,Egypt,"Finance, Accounting, Financial Management, CFO, MBA, English, Corporate, Financial Analysis, CPA, CIMA, Accounting/Finance"
System Administrator (Vulnerabilities Management),Interact Technology Solutions, Maadi,Freelance / Project,Experienced,3+ Yrs of Exp,Cairo,"Engineering, Microsoft Office, MS Project, CAD Drawing, Information Technology (IT), Networks, Network Administration, Repair"
Senior Mean Stack Developer,Confidential, Nasr City,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"MEAN Stack, Angular, Docker, Jenkins, Express, Information Technology (IT), Computer Science, javaScript, DevOps"
Senior Sales Executive (Outdoor),Gap Polymers, Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Selling Skills, Outdoor Sales, stretch films, Sales Skills, Sales Target, Communication Skills, English, Negotiation, MS Office"
Store Manager - (Salam City),OPPO Egypt, Salam City,Full Time,Manager,3+ Yrs of Exp,Cairo,"Sales Target, Sales Skills, Store Management, Communication Skills, Computer Skills, Microsoft Office, Store Administration, Customer Care"
Construction Manager,Confidential, New Capital,Full Time,Manager,10+ Yrs of Exp,Cairo,"Operations, Civil Engineering, QA, QC, Communication, Engineering - Construction/Civil/Architecture, Operations/Management"
System Administrator,Interact Technology Solutions, Maadi,Freelance / Project,Experienced,3+ Yrs of Exp,Cairo,"Microsoft Office, MS Project, CAD Drawing, Information Technology (IT), Networks, Network Administration, Maintenance, Repair"
Indoor Sales Representative - (Salam City),OPPO Egypt, Salam City,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Males Only, Sales Target, Sales Skills, Smartphones, Communication Skills, Customer Service, Customer Care, Customer Support, English"
Marketing Specialist,Simplex, Nasr City,Full Time,Experienced,1-3 Yrs of Exp,Cairo,"E-marketing, Business Development, planning, Strategic, Digital Marketing, Microsoft Office, Communication Skills, Computer Skills"
IT Technical Support Specialist,Smartistic Education Technology Co, Sheikh Zayed,Full Time,Part Time,2+ Yrs of Exp,Giza,"2+ Yrs of Exp, Computer Science, Information Technology (IT), Troubleshooting, IT, Communication Skills, Microsoft Office, Help Desk"
Junior Graphic Designer,Boombuzz Advertising Agency, Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Egypt,"Adobe Illustrator, Motion Graphic Design, Creative/Design/Art"
Visual Merchandiser,Carina Wear, New Cairo,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Retail, Sales Skills, Visual Merchandising, Fashion, Creative/Design/Art, Marketing/PR/Advertising, Sales/Retail"
Customer Service Agent - English Speaker,Dual-IT, Tanta,Full Time,Experienced,2+ Yrs of Exp,Gharbia,"Customer Support, Customer Care, English, Microsoft Office, Communication Skills, Social Media, Customer Service/Support"
Senior Java Developer,MidEast Communication Systems, New Cairo,Full Time,Experienced,5+ Yrs of Exp,Cairo,"MySQL, Information Technology (IT), Computer Science, RDBMS, Rest, GIT, OSGi, Java 8, MicroServices, Agile, Karaf, My SQL"
Real Estate Sales Specialist - Giza,MENA For Contracting & Trading, Mohandessin,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Real Estate Sales, Sales Skills, Sales Target, Communication Skills, Microsoft Office, Property Sales, English, Negotiation"
Medical Representative - Alexandria,Infomine Market Research, Alexandria,Full Time,Entry Level,null Yrs of Exp,Egypt,"Science, Dentistry, Sales Skills, Sales Target, Medical Sales, Healthcare, Medical/Healthcare, Sales/Retail, Pharmaceutical"
Medical Representative ( Veterinary Only ),Milkys, Sheikh Zayed,Full Time,Experienced,5-15 Yrs of Exp,Giza,"Sales Target, Communication, Farming Solution, Veterinary, Negotiation, Medical Rep, Medical/Healthcare, Sales/Retail"
Sales Representative / Engineer,Makinat Abouseif, Abu Rawash,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Males Only, Customer Service, Customer Care, Customer Support, Microsoft Office, Sales Skills, Sales Target, Electrical Engineering"
Engineering Manager,Profolio Consulting, Maadi,Full Time,Manager,8-10 Yrs of Exp,Cairo,"Project Management, Information Technology (IT), Computer Science, Software, Leadership, Projects, DevOps, React, Product"
DevOps Lead,Profolio Consulting, Maadi,Full Time,Manager,4+ Yrs of Exp,Cairo,"Software Engineering, Computer Science, DevOps, Profound, Cloud, IT/Software Development, Engineering - Telecom/Technology"
Graphic Designer,Masar Engineering Consulting, New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Adobe Photoshop, Adobe Illustrator, Creative, Social Media, Printing, Creative/Design/Art"
Chairman Assistant - New Cairo,STARLIGHT DEVELOPMENTS, New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Office Management, Secretary, Microsoft Office, English, Communication Skills, Word, Excel, Personal Assistant, Administration"
Storekeeper,Confidential, Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Egypt,"Logistics, Supply Chain, Storekeeping, Administration, Logistics/Supply Chain, Purchasing/Procurement"
Fixed Assets Accountant,Badr University in Cairo (BUC), Badr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Finance, Financial Management, Financial Analysis, Fixed Assets, Commerce, Accounting/Finance"
Operations Intern,Five, Sheikh Zayed,Internship,Entry Level,null Yrs of Exp,Giza,"Customer Service, Accounting, Finance, Operations/Management"
Business Development Engineer,Smart Lighting, Sheraton,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Engineering, Business Development, English, Marketing, Architecture, Engineering - Construction/Civil/Architecture, Business Development"
Advertising Account Manager - Alexandria Branch,Digital Essence, Glim,Full Time,Experienced,2+ Yrs of Exp,Alexandria,"Females Only, Startup, E-marketing, Digital Marketing, Sales Skills, Sales Target, Customer Service, Customer Care, Customer Support"
Warehouse Manager - Qalyub,Ibn Sina Pharma, Qalyub,Full Time,Entry Level,0-2 Yrs of Exp,Qalubia,"Logistics, Pharmaceutical Sciences, Supply Chain Management, Six Sigma, Lean Warehouse, Logistics/Supply Chain, Pharmaceutical"
Accountant - Microsoft Dynamics AX Axapta System,Badr University in Cairo (BUC), Badr City,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Males Only, Accounting, Finance, Axapta, Financial Management, Financial Analysis, Microsoft Office, Microsoft Dynamics Ax 2012"
Web Project Manager,Premier Services and Recruitment, Sheraton,Full Time,Manager,2+ Yrs of Exp,Cairo,"Project Manager, Web Development, Computer Science, Information Technology (IT), Design, Communication Skills, IT/Software Development"
Accountant (FMCG),Confidential, Nasr City,Full Time,Experienced,4-5 Yrs of Exp,Cairo,"Commerce, Cost Accounting, General Accounting, FMCG, Food & Beverage, Financial Analysis, English, Accounting/Finance"
Outdoor Sales Specialist,Brodcast Agency, Giza,Full Time,Part Time,2-3 Yrs of Exp,Egypt,"2-3 Yrs of Exp, 4 Vacancies, Sales Skills, Outdoor Sales, Sales Target, English, Arabic, Customer Service/Support, Sales/Retail"
Maadi Branch Manager,Confidential, Maadi,Full Time,Manager,4-5 Yrs of Exp,Cairo,"Express, Customer Service, Customer Care, Operations, Management, Operations/Management"
Planning Team Leader Engineer,ECS - Energy & Contracting Solutions, Maadi,Full Time,Manager,6+ Yrs of Exp,Cairo,"Civil Engineering, Mechanical, Planning, Electrical Engineering, PSP, Management, Leadership Skills, Engineering - Mechanical/Electrical"
Planning Specialist - Beheira,Al Watania Poultry, Wadi Alnatrun,Full Time,Experienced,2-4 Yrs of Exp,Beheira,"Males Only, Planning, Logistics, Supply Chain, Procurement, Microsoft Office, Microsoft Excel, Production, Microsoft Powerpoint"
Affiliate Sales Specialist - Advertising Agency,Brodcast Agency, Giza,Full Time,Part Time,1-4 Yrs of Exp,Giza,"1-4 Yrs of Exp, 3 Vacancies, Sales Skills, Sales Target, Outdoor Sales, English, Sales/Retail"
Treasury Accountant.,Maxab, Cairo,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,"Accounting, Finance, Treasury, Financial Analysis, Commerce, Excel, Accounting/Finance"
Stock Controller,Milkys, Beheira,Full Time,Experienced,5+ Yrs of Exp,Egypt,"Logistics, Supply Chain, Warehousing, MS Office, Accounting/Finance, Logistics/Supply Chain"
General Accountant.,Maxab, Cairo,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"Accounting, Finance, Financial Analysis, Financial Management, AP, Accounts Payable, Commerce, Excel, Accounting/Finance"
Full Stack Developer,MidEast Communication Systems, New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Computer Science, UI, UX, MVC, PHP, Laravel, jQuery, HTML5, CSS3, NodeJS, Nginx, Yaf, SQL, GIT"
